Unnamed: 0,Title,id,rating,genres,Release year
0,Dune: Part Two,693134,PG-13,Science Fiction;Adventure,2024
1,Kung Fu Panda 4,1011985,PG,Animation;Action;Family;Comedy;Fantasy,2024
2,Godzilla x Kong: The New Empire,823464,PG-13,Science Fiction;Action;Adventure,2024
3,Road House,359410,R,Action;Thriller,2024
4,Heart of the Hunter,1181548,R,Action;Mystery;Thriller,2024
5,Madame Web,634492,PG-13,Action;Fantasy,2024
6,Migration,940551,PG,Animation;Action;Adventure;Comedy;Family,2023
7,Imaginary,1125311,PG-13,Horror;Mystery;Thriller,2024
8,Dune,438631,PG-13,Science Fiction;Adventure,2021
9,Damsel,763215,PG-13,Fantasy;Action;Adventure,2024
10,No Way Up,1096197,R,Action;Horror;Thriller,2024
11,The First Omen,437342,R,Horror,2024
12,Oppenheimer,872585,R,Drama;History,2023
13,Land of Bad,969492,R,Action;Thriller;War,2024
14,Argylle,848538,PG-13,Action;Adventure;Comedy,2024
15,Godzilla vs. Kong,399566,PG-13,Action;Science Fiction;Adventure,2021
16,Poor Things,792307,R,Science Fiction;Romance;Comedy,2023
17,Vikings: Battle of Heirs,1049948,PG,Action,2023
18,Wonka,787699,PG,Comedy;Family;Fantasy,2023
19,Megamind vs. the Doom Syndicate,1239251,G,Animation;Comedy;Science Fiction,2024
20,Code 8 Part II,932420,R,Science Fiction;Action;Crime,2024
21,Air Force One Down,1124127,R,Action;Thriller,2024
22,Wish,1022796,PG,Animation;Family;Fantasy;Adventure,2023
23,Fast X,385687,PG-13,Action;Crime;Thriller,2023
24,Anyone But You,1072790,R,Romance;Comedy,2023
25,Civil War,929590,R,War;Action;Drama,2024
26,Godzilla: King of the Monsters,373571,PG-13,Science Fiction;Action,2019
27,The Shawshank Redemption,278,R,Drama;Crime,1994
28,The Marvels,609681,PG-13,Science Fiction;Adventure;Action,2023
29,Ghostbusters: Frozen Empire,967847,PG-13,Fantasy;Adventure;Comedy,2024
30,Barbie,346698,PG-13,Comedy;Adventure,2023
31,Freelance,897087,R,Action;Comedy,2023
32,Baghead,845783,PG-13,Horror,2023
33,The Batman,414906,PG-13,Crime;Mystery;Thriller,2022
34,The American Society of Magical Negroes,1039773,PG-13,Fantasy;Comedy,2024
35,Godzilla,124905,PG-13,Action;Drama;Science Fiction,2014
36,The Beekeeper,866398,R,Action;Thriller;Drama,2024
37,The Super Mario Bros. Movie,502356,PG,Animation;Family;Adventure;Fantasy;Comedy,2023
38,Aquaman and the Lost Kingdom,572802,PG-13,Action;Adventure;Fantasy,2023
39,Napoleon,753342,R,History;War;Romance,2023
40,Spider-Man: No Way Home,634649,PG-13,Action;Adventure;Science Fiction,2021
41,Avengers: Infinity War,299536,PG-13,Adventure;Action;Science Fiction,2018
42,Transformers: Rise of the Beasts,667538,PG-13,Action;Adventure;Science Fiction,2023
43,The Flash,298618,PG-13,Action;Adventure;Science Fiction,2023
44,Avatar: The Way of Water,76600,PG,Science Fiction;Adventure;Action,2022
45,xXx,7451,PG-13,Action;Adventure;Thriller;Crime,2002
46,The Thundermans Return,1094556,G,Family;Science Fiction;Action;Comedy,2024
47,Elemental,976573,PG,Animation;Comedy;Family;Fantasy;Romance,2023
48,The Zone of Interest,467244,PG-13,History;Drama,2023
49,Ruthless,984249,R,Action;Thriller,2023
50,The Hunger Games: The Ballad of Songbirds & Snakes,695721,PG-13,Drama;Science Fiction;Action,2023
51,Kong: Skull Island,293167,PG-13,Action;Adventure;Fantasy,2017
52,The Family Plan,1029575,PG-13,Action;Comedy,2023
53,The Weapon,1081620,R,Action,2023
54,Spider-Man: Across the Spider-Verse,569094,PG,Animation;Action;Adventure;Science Fiction,2023
55,Kung Fu Panda,9502,PG,Action;Adventure;Animation;Family;Comedy,2008
56,Puss in Boots: The Last Wish,315162,PG,Animation;Adventure;Fantasy;Comedy;Family,2022
57,John Wick: Chapter 4,603692,R,Action;Thriller;Crime,2023
58,Ghostbusters,43074,PG-13,Action;Fantasy;Comedy,2016
59,Deadpool,293660,R,Action;Adventure;Comedy,2016
60,Aquaman,297802,PG-13,Action;Adventure;Fantasy,2018
61,Turning Red,508947,PG,Animation;Family;Comedy;Fantasy,2022
62,Inside Out,150540,PG,Animation;Family;Adventure;Drama;Comedy,2015
63,Thor: Ragnarok,284053,PG-13,Action;Adventure;Science Fiction,2017
64,The Maze Runner,198663,PG-13,Action;Mystery;Science Fiction;Thriller,2014
65,The Masked Saint,370464,PG-13,Crime;Action,2016
66,Interstellar,157336,PG-13,Adventure;Drama;Science Fiction,2014
67,Bird Box,405774,R,Horror;Thriller;Drama,2018
68,X,760104,R,Horror;Thriller;Mystery,2022
69,Bob Marley: One Love,802219,PG-13,Music;History;Drama,2024
71,Wonder Woman,297762,PG-13,Action;Adventure;Fantasy,2017
72,Joker,475557,R,Crime;Thriller;Drama,2019
73,Inception,27205,PG-13,Action;Science Fiction;Adventure,2010
74,The Creator,670292,PG-13,Action;Adventure;Science Fiction,2023
75,Ordinary Angels,974036,PG,Drama,2024
76,Expend4bles,299054,R,Action;Adventure;Thriller,2023
77,Coach Carter,7214,PG-13,Drama;History,2005
78,Spider-Man: Into the Spider-Verse,324857,PG,Animation;Action;Adventure;Science Fiction,2018
79,PAW Patrol: The Mighty Movie,893723,PG,Animation;Family;Action;Science Fiction;Comedy;Drama;Adventure,2023
81,The Matrix,603,R,Action;Science Fiction,1999
82,Mission: Impossible - Dead Reckoning Part One,575264,PG-13,Action;Thriller,2023
83,Iron Man 2,10138,PG-13,Adventure;Action;Science Fiction,2010
85,Rebel Moon - Part One: A Child of Fire,848326,PG-13,Science Fiction;Drama;Action,2023
86,To Your Last Death,366171,R,Animation;Horror,2019
87,Kung Fu Panda 3,140300,PG,Action;Adventure;Animation;Comedy;Family,2016
88,Drive-Away Dolls,957304,R,Comedy;Crime,2024
89,Trolls Band Together,901362,PG,Animation;Family;Music;Fantasy;Comedy,2023
90,Kung Fu Panda 2,49444,PG,Animation;Family;Comedy,2011
91,Charlie and the Chocolate Factory,118,PG,Adventure;Comedy;Family;Fantasy,2005
92,The Casagrandes Movie,1216512,PG,Animation;Comedy;Family,2024
93,The Hill,862557,PG,History;Drama,2023
94,Arthur the King,618588,PG-13,Adventure;Drama,2024
95,Música,968441,PG-13,Romance;Comedy;Music,2024
96,The Lord of the Rings: The Fellowship of the Ring,120,PG-13,Adventure;Fantasy;Action,2001
97,Black Panther,284054,PG-13,Action;Adventure;Science Fiction,2018
98,Black Adam,436270,PG-13,Action;Adventure;Science Fiction,2022
99,Orion and the Dark,1139829,PG,Animation;Family;Comedy;Fantasy,2024
100,Guardians of the Galaxy Vol. 3,447365,PG-13,Science Fiction;Adventure;Action,2023
101,Pulp Fiction,680,R,Thriller;Crime,1994
102,Captain Marvel,299537,PG-13,Action;Adventure;Science Fiction,2019
103,Fifty Shades of Grey,216015,R,Drama;Romance;Thriller,2015
104,Leo,1075794,PG,Animation;Comedy;Family,2023
105,Lift,955916,PG-13,Action;Comedy;Crime,2024
106,The Judge,205587,R,Drama,2014
107,Blade Runner 2049,335984,R,Science Fiction;Drama,2017
108,Five Nights at Freddy's,507089,PG-13,Horror;Mystery,2023
109,Ghostbusters: Afterlife,425909,PG-13,Fantasy;Comedy;Adventure;Science Fiction,2021
110,King Kong,254,PG-13,Adventure;Drama;Action,2005
112,Miller's Girl,1026436,R,Comedy;Drama;Mystery;Thriller,2024
113,Split,381288,PG-13,Horror;Thriller,2017
114,Tenet,577922,PG-13,Action;Thriller;Science Fiction,2020
115,Meg 2: The Trench,615656,PG-13,Action;Science Fiction;Horror,2023
116,Due Justice,982940,R,Action;Thriller;Crime,2023
117,Harry Potter and the Prisoner of Azkaban,673,PG,Adventure;Fantasy,2004
118,Deadpool 2,383498,PG-13,Action;Comedy;Adventure,2018
119,Killers of the Flower Moon,466420,R,Crime;History;Drama,2023
120,Harry Potter and the Chamber of Secrets,672,PG,Adventure;Fantasy,2002
121,Snack Shack,1037113,R,Comedy,2024
122,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,PG,Adventure;Family;Fantasy,2005
123,Monkey Man,560016,R,Action;Thriller,2024
124,Top Gun: Maverick,361743,PG-13,Action;Drama,2022
125,Pirates of the Caribbean: The Curse of the Black Pearl,22,PG-13,Adventure;Fantasy;Action,2003
126,The Bricklayer,927107,R,Action;Thriller,2023
127,Shang-Chi and the Legend of the Ten Rings,566525,PG-13,Action;Adventure;Fantasy,2021
129,Tangled,38757,PG,Animation;Family,2010
130,Twilight,8966,PG-13,Fantasy;Drama;Romance,2008
131,Toy Story,862,G,Animation;Adventure;Family;Comedy,1995
132,Prey,766507,R,Thriller;Action;Science Fiction,2022
133,"Monsters, Inc.",585,G,Animation;Comedy;Family,2001
134,Mean Girls,673593,PG-13,Comedy,2024
135,Shrek,808,PG,Animation;Comedy;Fantasy;Adventure;Family,2001
136,Logan,263115,R,Action;Drama;Science Fiction,2017
137,Spider-Man: Homecoming,315635,PG-13,Action;Adventure;Science Fiction;Drama,2017
138,Avengers: Endgame,299534,PG-13,Adventure;Science Fiction;Action,2019
139,Stopmotion,840889,R,Horror,2024
140,The Equalizer 3,926393,R,Action;Thriller;Crime,2023
141,Mad Max: Fury Road,76341,R,Action;Adventure;Science Fiction,2015
142,Harry Potter and the Goblet of Fire,674,PG-13,Adventure;Fantasy,2005
143,Encanto,568124,PG,Animation;Comedy;Family;Fantasy,2021
144,The Avengers,24428,PG-13,Science Fiction;Action;Adventure,2012
145,One Life,760774,PG,History;Drama;War,2023
146,Dawn of the Planet of the Apes,119450,PG-13,Science Fiction;Action;Drama;Thriller,2014
147,Ted 2,214756,R,Comedy;Fantasy,2015
148,Predator,106,R,Science Fiction;Action;Adventure;Thriller,1987
149,Dora: Say Hola to Adventure!,1205781,G,Animation;Family,2023
150,Fifty Shades Freed,337167,R,Drama;Romance,2018
151,Pirates of the Caribbean: On Stranger Tides,1865,PG-13,Adventure;Action;Fantasy,2011
152,Jurassic World Dominion,507086,PG-13,Adventure;Action;Science Fiction,2022
153,Chappie,198184,R,Crime;Action;Science Fiction,2015
154,Creed III,677179,PG-13,Drama;Action,2023
156,Shrek 2,809,PG,Animation;Family;Comedy;Fantasy;Adventure,2004
157,Indiana Jones and the Dial of Destiny,335977,PG-13,Adventure;Action,2023
158,Black Panther: Wakanda Forever,505642,PG-13,Action;Adventure;Science Fiction,2022
159,The Suicide Squad,436969,R,Action;Comedy;Adventure,2021
160,The Little Mermaid,447277,PG,Adventure;Family;Fantasy;Romance,2023
161,Morbius,526896,R,Action;Science Fiction;Fantasy,2022
162,Law Abiding Citizen,22803,R,Drama;Crime;Thriller,2009
163,Baywatch,339846,R,Comedy;Action;Crime,2017
165,She Came to Me,503417,R,Romance;Comedy;Drama,2023
166,Lights Out,931642,R,Action;Thriller,2024
167,Retribution,762430,R,Thriller,2023
168,The Twilight Saga: Breaking Dawn - Part 1,50619,PG-13,Adventure;Fantasy;Romance,2011
169,Hacksaw Ridge,324786,R,Drama;History;War,2016
170,Upgraded,1014590,R,Romance;Comedy,2024
171,Forrest Gump,13,PG-13,Comedy;Drama;Romance,1994
172,Babylon,615777,R,Drama;Comedy,2022
173,Harry Potter and the Order of the Phoenix,675,PG-13,Adventure;Fantasy,2007
175,Titanic,597,PG-13,Drama;Romance,1997
176,Spaceman,636706,R,Science Fiction;Adventure;Drama,2024
177,Avatar,19995,PG-13,Action;Adventure;Fantasy;Science Fiction,2009
178,Real Steel,39254,PG-13,Action;Science Fiction;Drama,2011
179,Baby Driver,339403,R,Action;Crime,2017
180,The Devil Wears Prada,350,PG-13,Drama;Comedy,2006
181,Abigail,1111873,R,Horror;Thriller,2024
182,The Hunger Games: Mockingjay - Part 1,131631,PG-13,Science Fiction;Adventure;Thriller,2014
183,Justice League,141052,PG-13,Action;Adventure;Science Fiction,2017
184,Coco,354912,PG,Family;Animation;Music;Adventure,2017
185,Alien: Covenant,126889,R,Science Fiction;Horror;Mystery,2017
186,Talk to Me,1008042,R,Horror;Thriller,2023
187,The Hobbit: The Battle of the Five Armies,122917,R,Action;Adventure;Fantasy,2014
188,Role Play,848187,R,Action;Comedy;Romance,2023
189,Blue Beetle,565770,PG-13,Action;Science Fiction;Adventure,2023
190,Sing 2,438695,PG,Animation;Family;Music;Comedy,2021
191,Harry Potter and the Deathly Hallows: Part 1,12444,PG-13,Adventure;Fantasy,2010
192,The Lord of the Rings: The Return of the King,122,PG-13,Adventure;Fantasy;Action,2003
193,The Twilight Saga: Breaking Dawn - Part 2,50620,PG-13,Adventure;Fantasy;Drama;Romance,2012
194,Ratatouille,2062,G,Animation;Comedy;Family;Fantasy,2007
195,Pirates of the Caribbean: At World's End,285,PG-13,Adventure;Fantasy;Action,2007
197,Saw X,951491,R,Horror;Thriller,2023
198,Saw X,951491,R,Horror;Thriller,2023
199,Captive,331190,PG-13,Crime;Drama;Thriller,2015
200,Up,14160,PG,Animation;Comedy;Family;Adventure,2009
201,Toy Story 2,863,G,Animation;Comedy;Family,1999
202,The Nun II,968051,R,Horror,2023
203,Ricky Stanicky,1022690,R,Comedy,2024
204,Zootopia,269149,PG,Animation;Adventure;Family;Comedy,2016
205,Se7en,807,R,Crime;Mystery;Thriller,1995
206,Exodus: Gods and Kings,147441,PG-13,Adventure;Drama;Action,2014
207,Harry Potter and the Half-Blood Prince,767,PG,Adventure;Fantasy,2009
208,The Twilight Saga: Eclipse,24021,PG-13,Adventure;Fantasy;Drama;Romance,2010
209,Ice Age,425,PG,Animation;Comedy;Family;Adventure,2002
210,Harry Potter and the Deathly Hallows: Part 2,12445,PG-13,Fantasy;Adventure,2011
211,Pirates of the Caribbean: Dead Man's Chest,58,PG-13,Adventure;Fantasy;Action,2006
212,Sonic the Hedgehog 2,675353,PG,Action;Adventure;Family;Comedy,2022
213,Iron Man,1726,PG-13,Action;Science Fiction;Adventure,2008
214,Back to Black,998846,R,Music;Drama,2024
215,Back to Black,998846,R,Music;Drama,2024
216,Con Air,1701,R,Action;Thriller;Crime,1997
217,Black Widow,497698,PG-13,Action;Adventure;Science Fiction,2021
218,War for the Planet of the Apes,281338,PG-13,Drama;Science Fiction;War,2017
219,The Green Mile,497,R,Fantasy;Drama;Crime,1999
220,Agent Game,872542,R,Action;Thriller,2022
221,Arrival,329865,PG-13,Drama;Science Fiction;Mystery,2016
222,Dark Phoenix,320288,PG-13,Science Fiction;Action;Adventure,2019
223,Gran Turismo,980489,PG-13,Adventure;Action;Drama,2023
224,Green Book,490132,PG-13,Drama;History,2018
225,Fall,985939,PG-13,Thriller,2022
226,Sound of Freedom,678512,PG-13,Action;Drama,2023
227,The Emperor's New Groove,11688,G,Adventure;Animation;Comedy;Family;Fantasy,2000
229,Irish Wish,1019420,PG,Romance;Comedy;Fantasy,2024
230,Creed II,480530,PG-13,Drama;Action,2018
231,Thor: Love and Thunder,616037,PG-13,Fantasy;Action;Comedy,2022
232,After,537915,PG-13,Romance;Drama,2019
233,Mulan,10674,G,Animation;Family;Adventure,1998
234,Rise of the Planet of the Apes,61791,PG-13,Thriller;Action;Drama;Science Fiction,2011
235,The Lion King,8587,G,Family;Animation;Drama,1994
236,Death Wish,395990,R,Action;Crime;Drama;Thriller,2018
237,Venom,335983,PG-13,Science Fiction;Action,2018
238,The Beautiful Game,857655,PG-13,Drama,2024
239,The Passion of the Christ,615,R,Drama,2004
240,Wrath of Man,637649,R,Action;Crime;Thriller,2021
241,The Nun,439079,R,Horror,2018
242,The Last Voyage of the Demeter,635910,R,Thriller;Horror,2023
243,Dead for a Dollar,843380,R,Western;Thriller;Action,2022
244,RoboCop,5548,R,Action;Thriller;Science Fiction,1987
245,It,346364,R,Horror,2017
246,It,346364,R,Horror,2017
247,Big Hero 6,177572,PG,Adventure;Family;Animation;Action;Comedy,2014
248,The Lord of the Rings: The Two Towers,121,PG-13,Adventure;Fantasy;Action,2002
249,Nobody,615457,R,Action;Thriller,2021
250,The Dark Knight,155,PG-13,Drama;Action;Crime;Thriller,2008
251,Fight Club,550,R,Drama,1999
252,Donnie Darko,141,R,Fantasy;Drama;Mystery,2001
253,Serenity,16320,PG-13,Science Fiction;Action;Adventure;Thriller,2005
254,Frozen,109445,PG,Animation;Family;Adventure;Fantasy,2013
255,The Farm,517764,NC-17,Horror,2019
256,Doctor Strange,284052,PG-13,Action;Adventure;Fantasy,2016
257,Past Lives,666277,PG-13,Drama;Romance,2023
258,White Chicks,12153,PG-13,Comedy;Crime,2004
259,Gravity,49047,PG-13,Science Fiction;Thriller;Drama,2013
260,Avengers: Age of Ultron,99861,PG-13,Action;Adventure;Science Fiction,2015
261,The Conjuring,138843,R,Horror;Thriller,2013
263,Beauty and the Beast,321612,PG,Family;Fantasy;Romance,2017
264,The Princess and the Frog,10198,G,Animation;Romance;Fantasy;Family,2009
265,Me Before You,296096,PG-13,Drama;Romance,2016
266,Whiplash,244786,R,Drama;Music,2014
267,Thanksgiving,1071215,R,Horror;Mystery;Thriller,2023
268,Maze Runner: The Scorch Trials,294254,PG-13,Science Fiction;Action;Thriller;Adventure,2015
269,The Pope's Exorcist,758323,R,Horror;Thriller,2023
270,The Iron Claw,850165,R,Drama;History,2023
271,Hotel Transylvania: Transformania,585083,PG,Animation;Comedy;Family;Adventure;Fantasy,2022
272,Shrek Forever After,10192,PG,Comedy;Adventure;Fantasy;Animation;Family,2010
274,Gifted,400928,PG-13,Drama;Comedy,2017
275,Joker: Folie à Deux,889737,R,Drama;Crime;Thriller,2024
276,Silent Night,891699,R,Action;Thriller;Crime,2023
278,Free Guy,550988,R,Comedy;Adventure;Science Fiction,2021
279,Toy Story 4,301528,G,Family;Adventure;Animation;Comedy;Fantasy,2019
280,Despicable Me 2,93456,PG,Animation;Comedy;Family,2013
281,Moonfall,406759,PG-13,Science Fiction;Adventure;Action,2022
282,Suicide Squad,297761,PG-13,Action;Adventure;Fantasy,2016
283,Tinker Bell and the Legend of the NeverBeast,297270,G,Adventure;Animation;Family,2014
284,Luca,508943,PG,Animation;Comedy;Fantasy;Adventure;Family,2021
285,Venom: Let There Be Carnage,580489,R,Science Fiction;Action;Adventure,2021
286,Despicable Me 4,519182,PG,Animation;Family;Comedy;Action,2024
287,Blade,36647,R,Horror;Action,1998
288,The Godfather Part III,242,R,Crime;Drama;Thriller,1990
289,No Time to Die,370172,PG-13,Action;Adventure;Thriller,2021
290,The Tiger's Apprentice,598387,PG,Animation;Action;Adventure;Family;Fantasy,2024
291,Ghosted,868759,PG-13,Action;Comedy;Romance,2023
292,Maze Runner: The Death Cure,336843,PG-13,Science Fiction;Action;Adventure;Thriller,2018
293,Pirates of the Caribbean: Dead Men Tell No Tales,166426,PG-13,Adventure;Action;Fantasy,2017
294,The Wolf of Wall Street,106646,R,Crime;Drama;Comedy,2013
295,Coraline,14836,PG,Animation;Family;Fantasy,2009
296,Sonic the Hedgehog,454626,PG,Action;Science Fiction;Comedy;Family,2020
297,Batman v Superman: Dawn of Justice,209112,R,Action;Adventure;Fantasy,2016
298,Spider-Man: Far From Home,429617,PG-13,Action;Adventure;Science Fiction,2019
299,Zack Snyder's Justice League,791373,R,Action;Adventure;Fantasy,2021
300,Hercules,11970,G,Animation;Family;Fantasy;Adventure;Comedy;Romance,1997
301,Django Unchained,68718,R,Drama;Western,2012
302,Gladiator,98,R,Action;Drama;Adventure,2000
303,Roald Dahl's The Witches,531219,PG,Family;Comedy;Fantasy,2020
304,Finding Nemo,12,G,Animation;Family,2003
305,The Lion King,420818,PG,Adventure;Drama;Family;Animation,2019
306,Total Recall,64635,PG-13,Action;Science Fiction;Thriller,2012
307,Taken 3,260346,PG-13,Thriller;Action,2014
308,Teenage Mutant Ninja Turtles: Mutant Mayhem,614930,PG,Animation;Comedy;Action;Science Fiction,2023
309,Halloween,424139,R,Horror;Thriller,2018
310,Extraction 2,697843,R,Action;Thriller,2023
311,Greenland,524047,PG-13,Action;Thriller;Drama,2020
312,The Twilight Saga: New Moon,18239,PG-13,Adventure;Fantasy;Drama;Romance,2009
313,Fifty Shades Darker,341174,R,Drama;Romance,2017
314,Raya and the Last Dragon,527774,PG,Animation;Family;Fantasy;Action;Adventure,2021
315,Chicken Run: Dawn of the Nugget,520758,PG,Family;Animation;Adventure;Comedy,2023
316,Everything Everywhere All at Once,545611,R,Action;Adventure;Science Fiction,2022
317,In Time,49530,PG-13,Action;Thriller;Science Fiction,2011
318,Evil Dead Rise,713704,R,Horror;Thriller,2023
319,Terminator Genisys,87101,PG-13,Science Fiction;Action;Thriller;Adventure,2015
320,One More Shot,1214314,R,Action,2024
321,Saving Private Ryan,857,R,Drama;History;War,1998
322,Minions: The Rise of Gru,438148,PG,Animation;Comedy;Family;Adventure;Crime;Science Fiction,2022
323,Minions: The Rise of Gru,438148,PG,Animation;Comedy;Family;Adventure;Crime;Science Fiction,2022
324,Luck,585511,G,Animation;Adventure;Comedy;Fantasy,2022
325,Under the Boardwalk,609271,PG,Animation;Comedy;Family;Romance,2023
326,Becoming,699280,PG,Documentary,2020
327,Glass Onion: A Knives Out Mystery,661374,PG-13,Comedy;Crime;Mystery,2022
328,Batman Begins,272,PG-13,Action;Crime;Drama,2005
329,Swim Instructor Nightmare,940614,PG-13,Thriller;TV Movie,2022
330,Beauty and the Beast,10020,G,Romance;Family;Animation;Fantasy,1991
331,San Andreas,254128,PG-13,Action;Drama;Thriller,2015
332,Gone Girl,210577,R,Mystery;Thriller;Drama,2014
333,WALL·E,10681,G,Animation;Family;Science Fiction,2008
334,Doctor Strange in the Multiverse of Madness,453395,PG-13,Fantasy;Action;Adventure,2022
335,Leave the World Behind,726209,R,Drama;Mystery;Thriller,2023
336,Fury,228150,R,War;Drama;Action,2014
337,Ant-Man and the Wasp: Quantumania,640146,PG-13,Action;Adventure;Science Fiction,2023
338,Despicable Me,20352,PG,Family;Animation;Comedy,2010
339,Dungeons & Dragons: Honor Among Thieves,493529,PG-13,Adventure;Fantasy;Comedy,2023
340,Logan Lucky,399170,PG-13,Comedy;Crime;Action;Drama,2017
341,The Equalizer,156022,R,Thriller;Action;Crime,2014
342,Grown Ups 2,109418,PG-13,Comedy,2013
343,Cinderella,150689,PG,Romance;Fantasy;Family;Drama,2015
344,Bullet Train,718930,R,Action;Comedy;Thriller,2022
345,Spectral,324670,PG-13,Science Fiction;Thriller;Action,2016
346,The Conjuring: The Devil Made Me Do It,423108,R,Horror;Mystery;Thriller,2021
347,The Lorax,73723,PG,Animation;Family,2012
348,Apocalypto,1579,R,Action;Drama;History,2006
349,Rocky IV,1374,PG-13,Drama,1985
350,Sister of the Groom,738642,R,Romance;Comedy,2020
351,Jumanji: The Next Level,512200,PG-13,Adventure;Comedy;Fantasy,2019
352,After Everything,820525,R,Romance;Drama,2023
353,Extraction,545609,R,Action;Thriller,2020
354,Bumblebee,424783,PG-13,Action;Adventure;Science Fiction,2018
355,Iron Man 3,68721,PG-13,Action;Adventure;Science Fiction,2013
356,Fantastic Beasts: The Secrets of Dumbledore,338953,PG-13,Fantasy;Adventure,2022
357,Eyes Wide Shut,345,R,Drama;Thriller;Mystery,1999
358,The Exorcist: Believer,807172,R,Horror,2023
359,Godzilla,929,PG-13,Science Fiction;Action;Thriller,1998
360,Schindler's List,424,R,Drama;History;War,1993
361,The Tomorrow War,588228,PG-13,Action;Science Fiction;Adventure,2021
363,Cars 3,260514,G,Family;Animation;Adventure;Comedy,2017
364,PAW Patrol: The Movie,675445,G,Animation;Family;Adventure;Comedy,2021
365,John Wick: Chapter 2,324552,R,Action;Thriller;Crime,2017
366,Tarzan,37135,G,Family;Adventure;Animation;Drama,1999
367,Back to the Future,105,PG,Adventure;Comedy;Science Fiction,1985
368,Olympians at Heart,853812,G,Family,2021
369,Shutter Island,11324,R,Drama;Thriller;Mystery,2010
370,Scream VI,934433,R,Horror;Crime;Thriller,2023
371,Megamind,38055,PG,Animation;Action;Comedy;Family;Science Fiction,2010
372,Scream,4232,R,Crime;Horror;Mystery,1996
373,Captain America: Civil War,271110,PG-13,Adventure;Action;Science Fiction,2016
374,The Amazing Spider-Man,1930,PG-13,Action;Adventure;Science Fiction,2012
375,The Mummy,282035,PG-13,Fantasy;Thriller;Action;Adventure;Horror,2017
376,Guy Ritchie's The Covenant,882569,R,War;Action;Thriller,2023
377,Home Alone 2: Lost in New York,772,PG,Comedy;Family;Adventure,1992
378,Shazam! Fury of the Gods,594767,PG-13,Comedy;Action;Fantasy,2023
379,Joey and Ella,849877,G,Family;Adventure;Comedy,2021
380,The Omen,806,R,Horror;Mystery;Thriller,2006
382,Shrek the Third,810,PG,Fantasy;Adventure;Animation;Comedy;Family,2007
383,The Little Mermaid,10144,G,Animation;Family;Fantasy,1989
384,Prometheus,70981,R,Science Fiction;Adventure;Mystery,2012
386,How to Train Your Dragon 2,82702,PG,Fantasy;Action;Adventure;Animation;Comedy;Family,2014
387,Inglourious Basterds,16869,R,Drama;Thriller;War,2009
388,Catch Me If You Can,640,PG-13,Drama;Crime,2002
389,World War Z,72190,PG-13,Action;Drama;Horror;Science Fiction;Thriller,2013
391,Cars,920,G,Animation;Adventure;Comedy;Family,2006
392,The Lion King II: Simba's Pride,9732,G,Family;Adventure;Animation;Action,1998
393,Garfield,8920,PG,Animation;Comedy;Family,2004
394,Teenage Mutant Ninja Turtles,98566,PG-13,Science Fiction;Action;Adventure;Comedy,2014
395,Hotel Transylvania 3: Summer Vacation,400155,PG,Animation;Comedy;Family;Fantasy,2018
396,Aliens,679,R,Action;Thriller;Science Fiction,1986
397,Rebel Moon - Part Two: The Scargiver,934632,PG-13,Science Fiction;Action;Drama,2024
398,A Quiet Place,447332,PG-13,Horror;Drama;Science Fiction,2018
399,Top Gun,744,PG,Drama;Action;Adventure,1986
400,Kingsman: The Secret Service,207703,R,Crime;Comedy;Action;Adventure,2014
402,Resident Evil: Welcome to Raccoon City,460458,R,Horror;Science Fiction;Action,2021
403,Hellraiser,9003,R,Horror;Thriller;Fantasy,1987
404,It Chapter Two,474350,R,Horror,2019
405,Eternals,524434,PG-13,Science Fiction;Action;Adventure,2021
406,Ocean's Eight,402900,PG-13,Crime;Comedy;Action,2018
407,Fast & Furious Presents: Hobbs & Shaw,384018,PG-13,Action;Adventure;Comedy,2019
408,Deep Water,619979,R,Drama;Mystery;Thriller,2022
409,A Bug's Life,9487,G,Family;Animation;Adventure;Comedy,1998
410,Carl's Date,1076364,G,Animation;Adventure;Family,2023
411,The Notebook,11036,PG-13,Romance;Drama,2004
412,The Amazing Spider-Man 2,102382,PG-13,Action;Adventure;Science Fiction,2014
413,Uncharted,335787,PG-13,Action;Adventure,2022
414,Justice League: Crisis on Infinite Earths Part One,1155089,PG-13,Animation;Science Fiction;Action,2024
415,Ex Machina,264660,R,Drama;Science Fiction,2015
417,American Sniper,190859,R,War;Action,2014
418,The Valet,810171,PG-13,Comedy;Romance,2022
419,The Hobbit: An Unexpected Journey,49051,PG-13,Adventure;Fantasy;Action,2012
420,Eternal Sunshine of the Spotless Mind,38,R,Science Fiction;Drama;Romance,2004
421,Frozen II,330457,PG,Family;Animation;Adventure;Comedy;Fantasy,2019
422,The Hangover,18785,R,Comedy,2009
423,Despicable Me 3,324852,PG,Action;Animation;Comedy;Family;Adventure,2017
424,The Hobbit: The Desolation of Smaug,57158,PG-13,Fantasy;Adventure;Action,2013
425,Get Out,419430,R,Mystery;Thriller;Horror,2017
426,Skyscraper,447200,PG-13,Action;Thriller;Adventure,2018
427,Dream Scenario,823482,R,Comedy;Fantasy,2023
428,Heat,949,R,Action;Crime;Drama,1995
430,Rocky V,1375,PG-13,Drama,1990
431,Rocky V,1375,PG-13,Drama,1990
432,John Wick: Chapter 3 - Parabellum,458156,R,Action;Thriller;Crime,2019
433,Virgin Territory,14324,R,Adventure;Action;Comedy;Romance,2007
